97daaccc69a3aa41de6cab84cfe9f4e8,000b3754ebc6f6e67d06b0859dad767b0df675dc9b7be44149b0446df75b56ce, Trojan, Win32, Generic, HEUR:Trojan.Win32.Generic, 2014, push mov mov , call mov mov , mov test , mov add , call push 
ed521272c22cafb093a09d790a2b1e09,00052c41a95c9b6fe1cb43d47fc46d67fec0b9440d120b5ad54b1da25cd10ff3, DangerousObject, Multi, Generic, UDS:DangerousObject.Multi.Generic, 2011, mov cmp , mov add , pop pop , mov push call , push call 
3eef5e846803a8f522b2810e686f1d82,000d5e3c0278fc3091b7ebbd046183e289809ee508dd8b91db98173fee08d445, AdWare, Win32, Cinmus, not-a-virus:AdWare.Win32.Cinmus.heur, 2014, push push push , call push , push call mov , mov mov , mov cmp 
20ab867e016a4d91276b5407b1133f85,000f419fa8572044229c16e839386d365727d9405093b6f140358675605e470a, Trojan-Downloader, Win32, Mufanom, Trojan-Downloader.Win32.Mufanom.aqda, 2010, mov xor , mov cmp jz , mov jmp , mov mov , mov xor 
f144e4c04382ed088fef2e271a2198a1,00076f9025733b3883e410abf494c8d5bc29ee0e700be8941a33a6aa63cf0d2e, Virus, Win32, Xpaj, Virus.Win32.Xpaj.genc, 2016, jz mov , push mov , mov mov mov , push mov push , mov call 
7fb2a3e13c008910ee7fed9b5ee4c717,0002343d26e235ae2ca73a3ad9ffb6a9b2b1d093521e53e9e75b647e70d2ab7c, Trojan-Downloader, JS, Agent, Trojan-Downloader.JS.Agent.hbs, 2018, cmp mov , jnz mov , push push call , push lea , mov cmp 
8b69f8aae4db988889c90facdaf50101,000105585c76ff0f138247580c154d1d9c3c2eb64faa8685da06f5738844ad59, Trojan-GameThief, Win32, OnLineGames, Trojan-GameThief.Win32.OnLineGames.bksr, 2012, mov mov , push mov mov , push push call , call push , mov mov mov mov 
bc1abe37aefd9cbef2c6e0389b166ad7,0004a9e8ee30157b6238ec6b2281fb5c305606feb882e4b86bed4e8e80fbacc1, Trojan, HTML, Small, Trojan.HTML.Small.a, 2018, mov mov mov mov , mov xor , jmp mov , mov mov cmp , mov call 
d2f45e97be2b3861a2b0e5ba6bd13d94,000e463103fdacebb027918aa45911d0b3d6a58ced33fcc22de0cdcc692291ae, Trojan, Win32, FakeAV, VHO:Trojan.Win32.FakeAV.gen, 2019, call mov , mov call , mov cmp jz , jmp mov , jnz mov 
71da1ff8b09922bb62c7f150766bed94,00027d5e977238ecc81f6e8c8dc2406d4618640fe95c40db7aa5ac2d94a49f29, Trojan, JS, Iframe, Trojan.JS.Iframe.zp, 2014, mov call , push push mov , mov cmp , cmp jz , cmp jnz 
b045551d1da559ab3feae1688147286c,000702d738268438f6c379a011f566fe7160635a47c0e9c7a06206a8e0457a9a, P2P-Worm, Win32, Sytro, P2P-Worm.Win32.Sytro.j, 2018, mov lea , lea call , jmp mov , cmp jz , mov pop 
71b823dc20929c185a6638579721ea13,000b080e5925b104587285c313383912117b257473a792cdcc8cead4fcf21adc, AdWare, Win32, Browext, not-a-virus:AdWare.Win32.Browext.gen, 2013, mov push call , cmp jnz , xor mov , push mov , mov mov mov mov 
b213252dddefe4a0ebcdaef97f7eb178,000c18426b274ee553a1816d27a4c22deef7339c3a808fa147b606cb6ba3d60c, AdWare, NSIS, TornTV, HEUR:AdWare.NSIS.TornTV.gen, 2013, jmp mov , xor mov , mov cmp , cmp mov , call mov mov 
0bb86b501eed1c98b0507619cedcf372,000e4a73c158fc6f45220b3779b311cce2e958ffd266c5e6c936d5d7fda091e3, Packed, Win32, Krap, Packed.Win32.Krap.ak, 2019, jmp mov , mov push push , jmp mov , mov xor , cmp jnz 
e064e793dec6cde3543360cc98a4a7fa,000a97f8de35a3b51f3bd34e498b1833aacc5b1f6b9257e69dcceeeed0516ca3, Trojan, Win32, AntiFW, Trojan.Win32.AntiFW.b, 2014, push push push , jz mov push , jnz mov , lea call , mov call mov 
20e55e9ed43a40d56a39e88db20cfcde,0004a6bf30981fc2e02509b2b99532e00bbc84f5943a9a7db1307735db08870c, Trojan, HTML, Agent, Trojan.HTML.Agent.pb, 2019, cmp jz mov , jnz mov , lea call , lea push , mov pop 
3f0193c2752bc1ae61507ff88acce516,0004cc1ec847bab69444298767a367f608604021635de93ca58efc1805caffce, Virus, Win32, Sality, Virus.Win32.Sality.sil, 2011, push mov , call mov mov , mov test , push call mov , cmp jz 
2be0a2e0592e9838b4de570a15c04c06,0001397532ae1ad8811ebf52e201c6ec73be9e18a1154062744f454324aeb581, Virus, Win32, Parite, Virus.Win32.Parite.b, 2017, jmp mov , push push call , cmp jnz , push mov push , push mov call 
13830142dfd03f4c6c0638fe53d3cb88,000f455100696a71c11861e770213b9f4d0213d914e7d80fbe2985f56369569b, WebToolbar, Win32, Zango, not-a-virus:WebToolbar.Win32.Zango.auep, 2011, cmp jz , call mov , retn mov , mov add , mov cmp 
1aac5884b28e4b6de4bd97fd23ef5b37,0007c58e5bf5ee7326d868475faa3271dfad0cc46fdf344645735945caa274c0, Trojan, Win32, Patched, Trojan.Win32.Patched.ja, 2018, jnz mov , mov test , mov push push , cmp jz , pop mov 
04652753a41ecc4d763e4e852c507f3a,0000dbb0e4c17c564828f485979694f8ab708dbc814b1b50abe5f6405f79768c, Trojan-Downloader, JS, Redirector, Trojan-Downloader.JS.Redirector.a, 2015, mov cmp , pop pop , push mov push , push mov call , jmp mov 
a3d080588365e677128c4b311cf514d1,00004f3f277241ab83645fdf65d2184b70b70e2654e2a050a5ac151860b4d897, AdWare, NSIS, DomaIQ, HEUR:AdWare.NSIS.DomaIQ.gen, 2014, mov test , mov push call , jmp mov , push push , lea call 
430fa15a581cf30cb10d767eaeb943b1,0001141029241f36a021915b525fa54a7072d5036ffd19c6d78cffc5b7270739, Trojan, MSIL, Tpyn, HEUR:Trojan.MSIL.Tpyn.gen, 2019, push push mov , cmp jz , mov push , mov mov , push push push 
987e5d9e690a8f284b7b7d6c5eb55cdd,0001446d80bcb264581c86394ab5f93a7c16b403c5ae9a415314c47e5f7f3d68, Packed, Win32, BadCrypt, HEUR:Packed.Win32.BadCrypt.gen, 2014, push push , push push mov , retn mov , push push call , mov mov cmp 
2c3b7dddc93bd54ca1813edb71343e10,000fc27e60e20cc6f141cf42425e2f52cea0d798992dbdfd9e12745061ceba69, AdWare, NSIS, Indirect, not-a-virus:AdWare.NSIS.Indirect.a, 2014, lea push , push mov call , mov test , mov xor , mov add 
ba29c35abe0504c09b04adb6bebcb43b,000b766ddac79b288dca25a015e2ffd961a204c55ce72b30ab83e5aaf1a840ba, Trojan, Win32, Delf, Trojan.Win32.Delf.dke, 2009, call push , pop pop pop , pop pop pop , push mov , mov add 
07a417d7da83a164b7ec3203d3982d18,00036f8d4c5e5bed0f7cd905b0a3716462d00a363298c8e883202865e3f1274f, Backdoor, Win32, Delf, Backdoor.Win32.Delf.dgt, 2019, mov push , cmp mov , cmp jnz , lea mov , call mov mov 
d92627194742f4a0b9d552a8cb9b073d,000eadaf65a0479749ba54963fc7797c046934d5cf27acbddbe266d45fa7e78e, Trojan, JS, Redirector, Trojan.JS.Redirector.zj, 2014, mov call mov , lea push , mov jmp , jmp mov , call mov mov 
749f0bdc0184b8c12a1cb9ab0e534ac7,0000bada61e9d28093e597dd8e02ed3087c6e181173bc0a8d9fa9711f224c606, Trojan, Win32, Virtumonde, Trojan.Win32.Virtumonde.fl, 2018, push push mov , mov xor , test jz , push mov mov , mov mov mov 
e12b6968e7187c34a268919004c8dac6,00093456e71b302428315486326471ae38d2887444333c105589f9ba1ff4366e, DangerousObject, Multi, Generic, UDS:DangerousObject.Multi.Generic, 2017, call push , mov xor , push mov mov , mov call mov , mov mov mov mov 
93b17c9330c2d793dbb0ea38be832e78,0008f538fbd591a45edfb4a46e2a53d1cd51d2c81e65e95b0e6f78f7ddc5741b, AdWare, Win32, OutBrowse, HEUR:AdWare.Win32.OutBrowse.gen, 2016, call mov , jnz mov , push mov call , mov push call , xor mov 
8df3ab5f7a35c558bc17aec194c3921f,000028e5649dd23711dc4aeb5cb82761848c9d43998c850fa042d22cf7f7179b, Trojan-Dropper, VBS, Agent, Trojan-Dropper.VBS.Agent.bp, 2018, jz mov push , jz mov , retn mov , jnz mov , mov mov mov 
0ab538e4b201b26e541553b66f8e1658,000409e2a199ed683c58b363b8b2f32e375e2611a13008fb710d76bf598008e9, Trojan-SMS, J2ME, Boxer, Trojan-SMS.J2ME.Boxer.bj, 2012, pop retn , mov push , mov mov mov mov , push push , lea push 
357b3b1d741995199aa33fdcb2589c95,00003ec5504feb90d65f3b55ce6ae6fc18d5a85fc70af41583b9c5c8e3b5c86b, Virus, Win32, Expiro, Virus.Win32.Expiro.w, 2016, mov call , retn mov , push call , pop pop pop , mov xor 
8f0cb8a3c1263d46d66051edb3746ed3,0004521a9ea56f2eb5f02a89b065eb496d0af2fb3daeb188ac316b75529d2095, Trojan, AndroidOS, Ksapp, HEUR:Trojan.AndroidOS.Ksapp.a, 2020, mov call mov , mov push mov , jz mov , lea push , mov cmp jz 
1e2a4962801a7385873eaabd03f77575,000477037df8f1e3768f8d2ba9cf803043f9cb794c58797ac8dbdfa17d7911dd, Trojan-PSW, Win32, Maran, Trojan-PSW.Win32.Maran.ix, 2013, call push , mov mov , lea call , pop mov , mov call 
777f78384199baa86702ed5b69999ced,000e779e7626066345aafb6e1a46201964f71ef96f6e06b43780f57a2576aab4, AdWare, Win32, EZula, not-a-virus:AdWare.Win32.EZula.heur, 2009, xor mov , push mov call , push mov mov , mov push mov , mov mov mov mov 
39a65485f393f63fb7823dbffbcb8757,0006f27c21fe4fe89b0c7505932dfb98f570bd94c7e931bf0f1efa1795ae1ebb, Trojan, HTML, Agent, Trojan.HTML.Agent.pb, 2019, lea mov , mov call , mov push mov , jnz mov , call pop 
3f57306a50ba1ccc7fc6223da0a7a0b9,000d599f148b12921b1d0991193ba5b4f741fecc1677384832d310f13495e935, Trojan, Script, Generic, HEUR:Trojan.Script.Generic, 2011, push lea , push push call , push mov push , mov call mov , mov lea 
19327ffbed22593a388710921471d166,0006ac5e2f5e969766e948a403b6572fce524d50abca264aef8afced7168e62b, Trojan, Win32, Generic, HEUR:Trojan.Win32.Generic, 2018, cmp jz , push mov mov , lea call , test jz , push mov call 
8001eef3cb179c9acf220395913803d0,0001f4fde7f792092516f5ecfd127297e62345a04c905f5028f804d52bfbe9e9, Virus, Win32, Parite, Virus.Win32.Parite.b, 2015, pop mov , push lea , pop pop pop , push mov , call pop 
7fac790c5c254b53e1435fe4d6c7baf9,000a20b64e9adfb6988193dc3a1a2d34585fbcbf6b51b99c931d7e1bd7c8015c, AdWare, Script, Generic, HEUR:AdWare.Script.Generic, 2013, call pop , jmp mov , mov jmp , mov call mov , cmp jnz 
ceca12054e6ea1d60e3b88834a2a925f,0005c7626077f734935b1f440c1d511e96956fac69a37dcde47b47f39aff4213, Downloader, NSIS, Agent, not-a-virus:Downloader.NSIS.Agent.go, 2013, push call mov , mov test , mov push , push mov push , push push call 
5c825c51298ef3eb864ad567f0b486ee,000aee734acdc38af978d07d6685ad12633427b19e3b01d1d38ba0ae000b2b12, Trojan, Script, Generic, HEUR:Trojan.Script.Generic, 2015, pop mov , jz mov , pop pop , mov pop , test jz 
f4f09f5d6e50fdfbf2e571a6f759e661,0006078dc258adf889f0a8934b952d164ef1dddc214d35ed3b29c8478be0587e, Downloader, Win32, Morstar, not-a-virus:Downloader.Win32.Morstar.y, 2014, cmp mov , push mov , cmp jz mov , mov call , push call mov 
f802e37b3b592142a4a6cc3d2b6149a6,0001c36d4bb62f9c9f32110362cb9a39f731e4a87a16cfabe5ae1558fc9d866e, DangerousObject, Multi, Generic, UDS:DangerousObject.Multi.Generic, 2013, jz mov , mov call mov , cmp jz , push lea , push push call 
493303e7d537a1a98c9086baf6a046dc,0005dc51ab40655c5cd8fa81877340a4cdb118654fe3132b32175ec2c62a70dd, Packed, Win32, Katusha, Packed.Win32.Katusha.o, 2014, cmp jnz , retn mov , pop pop pop , cmp jz mov , mov push push 
7d0c44e113ad3a1252c92394e18d6dc0,00096df2ee250f035fffb4905b0e04688534cf600acc69d2eea6fcaa425685f0, Trojan, JS, Redirector, Trojan.JS.Redirector.afa, 2019, mov add , lea call , cmp mov , jnz mov , mov push call 
53e3d163e95993360e5e9e4597931a35,000483109477a8eaba2725ea62c7c89ab2e233633d184472a7e04214a3e117d7, Trojan, Win32, Generic, HEUR:Trojan.Win32.Generic, 2013, call push , push push call , cmp mov , push mov call , mov add 
2fbdf934d88e6f0a38c3555562cc6b80,0003047993d3f5c47f66b9f11f7697ae74b1dc0e370a81f6b7d4ad3bf21d788a, Backdoor, Win32, ZAccess, Backdoor.Win32.ZAccess.mcd, 2014, push call mov , mov add , mov jmp , retn mov , mov mov cmp 
3c6d04d9427e777693301ff118b61ea1,0000f04acb5dafc4500355834e860b8fd7c14f7509a2a81ef59f3442586b2936, Packed, Win32, Krap, Packed.Win32.Krap.ai, 2012, mov call , mov push mov , pop mov , push push mov , push push push 
a26a9be8737046a1910564c8b40532ae,000fb012e37a1188eebc910e65842a3973546cd13467483e3bc66a508bfe27bd, Trojan-Dropper, VBS, Agent, Trojan-Dropper.VBS.Agent.bp, 2018, call mov mov , push push mov , lea push , call mov mov , pop retn 
8df87a684a8b8a0dbf789b30100f25ee,000f933597c15e328d47d780e1eb747a1d08c1fc1dda2e64df03c8e365941ace, DangerousObject, Multi, Generic, UDS:DangerousObject.Multi.Generic, 2020, cmp jz , mov add , retn mov , lea push , mov call 
e88cd45afbac72854fdcd4ed8a5a1269,0005e51fc4c294e55a9fdb53411e3595a32d26dffb41966005d6cf9367dd8737, DangerousObject, Multi, Generic, UDS:DangerousObject.Multi.Generic, 2013, mov pop , retn mov , mov cmp jz , mov push push , jmp mov 
63f981358e838c7f616c4db142e15cb0,00058ceb8515133573e18044a00eab9d85e0ad8d74a4025b3571869de2f1c076, Trojan, Win32, AntiFW, Trojan.Win32.AntiFW.b, 2014, call mov , lea push , mov mov mov mov , pop pop pop , mov cmp jz 
0f63beba42c78c59350dedfa160f36d1,00022f2d7fb3e1d2c9223ca7828c39019218b861b188975c62992503126a47f1, Trojan, Script, Generic, HEUR:Trojan.Script.Generic, 2019, push call mov , call pop , push push call , jmp mov , push push call 
151515c45d545b572f72553650f520c9,00050764d62f5ff142d94017ddfe4b70ca2545c22005b6124bbd225ee6c1884a, WebToolbar, Win32, Webatla, not-a-virus:WebToolbar.Win32.Webatla.a, 2013, push mov mov , mov cmp jz , mov add , mov add , push push push 
b0527af30fdcb735742f3b529dba266b,00076b564392cd1c5cadf7ec32db1647b94fbc267cc29ddfe85d84e12d43bb07, Trojan-Downloader, Win32, ILovlan, HEUR:Trojan-Downloader.Win32.ILovlan.gen, 2009, mov test , mov push push , pop pop pop , cmp jz , cmp jz mov 
5f8794fa6675c80fd69860a287b0b1c4,0006233badff8b39a3e0e5774fdb3a1021afb5e4762b14296a23527df3e5e26d, Trojan, HTML, Redirector, Trojan.HTML.Redirector.cv, 2018, lea push , mov push mov , push call mov , mov add , jz mov push 
a20bf96da1781ddb9f5d0439d13632f9,000336038347b9ce8215612f65458ebdf89f73253847c1f853ef07b4b3adc72b, Worm, Win32, WBNA, Worm.Win32.WBNA.ipa, 2015, mov mov mov , mov call mov , pop mov , push call , pop retn 
6259d2a2ff30aad730ec2127622212a6,0005185e285b155e6978c1527c99e796ee705464b42b8e216e83136da9140870, Trojan-Downloader, HTML, IFrame, Trojan-Downloader.HTML.IFrame.aje, 2019, push mov push , mov call mov , mov test , push mov call , mov push push 
4ea13547bf806b7ae8233484ad4642f1,00021868fbe76b0a58748293c55d9d1716e7f7a6f85083974d81126cf6a0f9a6, Trojan, Script, Generic, HEUR:Trojan.Script.Generic, 2011, call mov , call mov , lea call , pop pop , cmp mov 
37d9026a9cb7645b56ad322a0914946e,000dd77a4b32ec8eec663023471c7a4f96ef1aa7b13262950f561bd92d93a539, AdWare, Script, Generic, HEUR:AdWare.Script.Generic, 2015, call mov mov , call mov mov , push mov call , push mov , mov push 
5c1d5b32ef1b84f57d4d42e02565d47a,000eef54d47f0255f9bb4dc4b998021773f64c467757e65b9fc81422fd185325, Trojan-Dropper, VBS, Agent, Trojan-Dropper.VBS.Agent.bp, 2018, mov lea , mov test , mov add , jz mov , pop pop pop 
e1cfadeb52eaf4c574b44ba3bb41e73e,000bbbd3cc212c6b3f5eb382050e5ad58b88f7ffcb4189e1f9802a9fdf31e04c, Backdoor, Win32, Poison, Backdoor.Win32.Poison.fwcp, 2013, call mov mov , retn mov , mov push call , jz mov push , call pop 
aec0aa43499cdd94d343c2c12fffcfb6,0008a69ed1bab9fd6bfcd53b1485c9c367260b3586f51858fa40e0fe01c99554, Trojan, Win32, Generic, HEUR:Trojan.Win32.Generic, 2014, mov call , mov mov , cmp jz mov , jz mov push , push lea 
66e6d204c920f88027685e9662ed5965,000bf48f1abe59677c92cfa01346be4ef53a55f086778ce3f183440154beea55, Trojan-Downloader, MSOffice, SLoad, HEUR:Trojan-Downloader.MSOffice.SLoad.gen, 2019, mov mov mov mov , jnz mov , mov push call , mov mov mov , push mov mov 
f337bf187bade9d64980832f6130e870,000078f1ef177ca470e33945853cd7acb37c2dd382ab5e47dc93abe636fb6b67, AdWare, Win32, Browext, not-a-virus:AdWare.Win32.Browext.gen, 2018, mov test , push push , mov call mov , mov add , mov lea 
c2ae770eb7dfda035ebc5f527e46be63,00062073114defac39cb7ab9cb99a0b77c535a09a241c60d47ddd0b6431629f1, Virus, Win32, Texel, Virus.Win32.Texel.k, 2009, mov cmp jz , push lea , push mov mov , mov push mov , push push call 
3ad4e9dc1dd4726138a43e2f6a06a5a9,000a4b5299a5c29de014fdf0d0b09ee5a28fbc91c03eb26fcd8bda2e6b113f0f, Trojan-Dropper, VBS, Agent, Trojan-Dropper.VBS.Agent.bp, 2019, jnz mov , mov cmp , call mov mov , lea push , mov test 
eb68d40bb445afb91cf9b122b3c19a1d,00009e37c08e05ed583a3bb440c7520f10cc1d5f673df89d2372e903fc06fcd3, Trojan, Script, Generic, HEUR:Trojan.Script.Generic, 2014, push mov , pop pop pop , xor mov , jnz mov , jmp mov 
29d78f02f6bbf8f7f5224c9c0cb898ee,000c4860dcfd0e384161b6e4f9b697dbcc314080215ada46d496a41dd7a47794, Worm, Win32, Yuner, HEUR:Worm.Win32.Yuner.gen, 2018, jz mov push , lea push , mov add , call mov , mov mov cmp 
d2074d6273f41c34e8ba370aa9af46ad,0008065861f5b09195e51add72dacd3c4bbce6444711320ad349c7dab5bb97fb, Trojan, Win32, Generic, HEUR:Trojan.Win32.Generic, 2019, mov push push , pop pop pop , cmp mov , call push , push push push 
779fe0f76d8d4de5d546a3caf3ba7800,0002757baddcc9eb8246760eaf94ed8326f07241123fc50f2bb7247bff481cc4, Trojan, Win32, Vobfus, Trojan.Win32.Vobfus.qfb, 2018, push push , mov mov , pop pop , mov pop , lea mov 
18c792a054e8f177ab4084c2ea98bfca,000330bb3875fa4ba51cf89f5cf9e961772a3a6701ef8409cb77e6db1d20e085, Trojan-Downloader, JS, DarDuk, Trojan-Downloader.JS.DarDuk.fd, 2018, push push mov , mov xor , mov push call , push lea , retn mov 
c4d8db5cf01ac807176a259805d827fe,00008381dcb79ce04a867f7541c52cea527ce87366f44739266934f350281a02, Trojan-Dropper, VBS, Agent, Trojan-Dropper.VBS.Agent.bp, 2019, pop retn , jz mov , mov mov cmp , jmp mov , mov push call 
f3acc31cb28a8e0376e71503edd70940,000c14d4047b6a7532630ab781f73f2fc05fe72d08ceb099ec6e249d08849709, AdWare, Script, Generic, HEUR:AdWare.Script.Generic, 2018, mov call mov , mov cmp jz , mov mov mov mov , jnz mov , test jz 
d20e410334c7fdc37e77a36178e8e87d,000f1d25446e1879b3de058a17dc4373f77dd992c8d0202e35daca9a1d6b88b0, Trojan, Script, Generic, HEUR:Trojan.Script.Generic, 2018, xor mov , push call mov , push push mov , mov mov mov mov , push push call 
ba79028b5bf9113c35a03ec215ac0f4b,000c7fd600ba749023583523ef59e82d7d30c56b802bc1e0a5026a375012f228, Trojan, Win32, Generic, HEUR:Trojan.Win32.Generic, 2013, mov xor , mov jmp , lea mov , pop pop pop , call mov mov 
b335cf6e6cfcbe98ecfd472f2d9e0e89,000fdca32ee6a153c37a44de778eb38648d4e60344a6679123f5476235488e9f, Virus, DOS, Horse, Virus.DOS.Horse.2248, 2013, push push push , mov mov mov mov , mov mov , push call , lea mov 
031eb7125d3ab4669e2eadb3254523d0,000ca4b827d680b63bbab1aa5e35b70b9e0cef66e6000aa69617f338e0ce3f61, Virus, Win32, Virut, Virus.Win32.Virut.ce, 2015, call push , pop retn , push mov push , push lea , pop pop 
d3b97509adfff5d28bced13672f1f798,00038a0f04913550681e6d409b43462de6786384638f56184a9fef0b3fd426a7, Trojan, Script, Generic, HEUR:Trojan.Script.Generic, 2018, mov mov mov mov , pop pop , cmp jnz , mov cmp jz , push push 
892759993ac8ef11127cab430d3d4fd0,000bf9501bdffdaf002fdff1be8d77840cc9ed24a5214fdd0685cc1dd27d62d7, Porn-Dialer, Win32, CapreDeam, not-a-virus:Porn-Dialer.Win32.CapreDeam.p, 2018, push mov , cmp jz , call mov , mov push push , call push 
659bca0a4eb7e8f753f2ce1a9c25466e,00006ca2494bef97d0c1162751fd42f47ef606b7234ab58544ca29a3f3d25b1e, Trojan, Win32, Starter, Trojan.Win32.Starter.yy, 2018, mov push call , cmp jz , mov test , push call mov , mov cmp jz 
6754d6bc50254c30cf4bdb8f68c24455,000559fffc7ff925914be60860d03d7c6efd9b0d1e07fbd7efd46febf59e3d45, Virus, MSWord, Friends, Virus.MSWord.Friends, 2016, pop pop , push push call , pop pop , mov test , jz mov push 
d838c88c005f2f58660300fac5a6dedd,000b358dff1d3bc29e78372a165612ba68555457db3cfd826e7683948b599042, Trojan-Downloader, JS, Iframe, Trojan-Downloader.JS.Iframe.ddp, 2013, cmp mov , mov lea , push push , push push , push call mov 
0322fff5ac4f1c9769fb56258068e9c1,00060cc3c28af162b223a2788bb432e0ec038cea74c362c5384bfad2f6c73104, Trojan, Win32, Agent2, Trojan.Win32.Agent2.cpoy, 2018, pop retn , mov mov , mov mov , pop pop pop , cmp jz mov 
4ac8186cd80eaa77c2e6fb8413f95b1c,0003467c261ec1a9b041da3af5373eb1b2f693c303c6a70623f51f027b61cc82, AdWare, Win32, Convagent, VHO:AdWare.Win32.Convagent.gen, 2014, push push call , cmp mov , cmp jz , lea mov , mov mov mov mov 
d4048bbb6e1ba04f3293abfc6a14a63f,00073f9d57dcbc085f2bc9152ac63c79ad8f6693dc5bab78a138d02b73c74073, Trojan, HTML, Agent, Trojan.HTML.Agent.pb, 2019, call push , xor mov , push push call , pop pop pop , mov push mov 
b7827a25238d37ffa7a4d1cc6e38e7d9,000750af48f25812fe24139adeac77fdd65da11b1df389f38be949b6ef1d2bcc, Trojan, Win32, Buzus, Trojan.Win32.Buzus.uuta, 2014, mov cmp , mov call , call push , mov add , pop pop 
e326077efb7e3372035665b4c4b7597b,000361113f1002b714da6816e48dad22b6886343f179633022d4b69ab843c341, Trojan, HTML, Redirector, Trojan.HTML.Redirector.cv, 2019, retn mov , push mov mov , jmp mov , push call , mov jmp 
844d0796a9c06c1d4c387ba7ec515f26,0005f7d260c9bc3d1f65fc7e32f13a5025d48e44c50e84ce78428ecc032aae95, Trojan, Script, Generic, HEUR:Trojan.Script.Generic, 2018, mov cmp jz , mov pop , push push , pop pop , mov mov mov mov 
00274d7a4dd0d7574ad85071f5d885dd,0007ec71b9f84baf9cea068f8145ad3d924576b0b939431688851b0c7b4481e0, Packed, Win32, Katusha, Packed.Win32.Katusha.d, 2019, push push push , jz mov , mov test , cmp jz , mov cmp 
4fce4b092d395d6a3dc558b8ac551184,00001c9786861e70da59ca4284512102f3165d1abef757465020ac229a10d382, DangerousObject, Multi, Generic, UDS:DangerousObject.Multi.Generic, 2013, cmp mov , push push push , cmp jz , call push , mov test 
50211d81972172b900786974302c0f74,0006c4c0e473a25fb7500783ee0cd61fb145fea2d296bb01e7d138a5db78d75c, Downloader, Win32, Morstar, not-a-virus:Downloader.Win32.Morstar.as, 2018, mov push mov , push push mov , call push , push mov mov , retn mov 
e84380ff4c5a8f8f068cff34d84ba681,00092d37f8243a4080c18ee5848fde6fe9749c008b0112ac2d83bc5c706c2960, AdWare, Win32, ScreenSaver, not-a-virus:AdWare.Win32.ScreenSaver.i, 2012, push push , push mov call , retn mov , cmp jz mov , pop pop 
ca5fa7c8f562d963888c8ac5ad2fa2d0,000797d576199dbf5dda5fc4d59c55eb7c8f98e07447c1b36f74afc6b0f56d38, Virus, Win32, Elkern, Virus.Win32.Elkern.b, 2018, jz mov push , push mov call , lea mov , push push mov , mov push 
8bd24ea6e5371371086c5d14fec1af5b,000f0c990c9903480709a665cf06f48bfc28948ca906095af4683970ed15b9c2, AdWare, Win32, Browext, not-a-virus:AdWare.Win32.Browext.gen, 2013, mov push mov , pop pop pop , cmp jz mov , lea push , mov mov mov mov 
4b0c7b4077bc9cb622815a0380531343,000461cf8a3e70920420226bbabc74f7fc9589c859d3e2722c75cbc1251c0e64, 5132658e987a19, 59887640, js, 5132658e987a19.59887640.js, 2014, mov test , cmp jz , push push , mov call mov , mov xor 
132d5118c35cc29477fc356fcb713233,000de55461961165ac61017c9e121d27be1db721135d702253a35d681fe5ba01, Backdoor, Win32, Zolder, Backdoor.Win32.Zolder.a, 2012, push lea , push push mov , cmp jnz , mov mov cmp , mov mov mov 
a641afd1a87860fe212d1c750ac882e0,00062065e9f7982af19155ede942884a3f560eb5bc122530ca3b083732e29638, Trojan, Win32, VBKrypt, Trojan.Win32.VBKrypt.cvjq, 2014, push mov call , mov test , mov push , jz mov , lea call 
bc1036f6be90e0d08a0a751010eb342f,0002ea6ad4f98d4324cc2bf8794e11bd9f45c354bf035954b389cacb933c2222, Trojan, Win32, Generic, HEUR:Trojan.Win32.Generic, 2009, mov xor , mov cmp jz , cmp mov , pop retn , pop mov 
861c63e3035b4e6100c42119e03b5b7f,000582e27dfa79d97ce1f974945341a8a12650b46e42389d31ec9c95a4dc4ad9, Downloader, Win32, Agent, HEUR:Downloader.Win32.Agent.gen, 2013, mov test , mov add , jz mov push , lea call , mov push call 
0bd0715f95e11ce9f4588a4bde28d965,00079881b9ff931998ae7cb4b6f0a231818e7b400a86cdb0dfc22b56003fdfd8, Trojan, Win32, Generic, HEUR:Trojan.Win32.Generic, 2019, mov push , call push , lea push , push push push , jz mov 
d07743fe900cb00a36849dbe365b4c10,0009acac4226facd9d237a6da7999ab5e72b0ae3d609ac631963f4e94987ab33, WebToolbar, Win32, Cossder, not-a-virus:WebToolbar.Win32.Cossder.xhdj, 2014, push call , mov mov mov , cmp jz mov , jnz mov , lea call 
0b5e27e03dd98390bc5de76f5a99ac48,000a69f08db221c2cef44ba2003165247f591537310a985113e8ad56f101bc0b, AdWare, Win32, Generic, HEUR:AdWare.Win32.Generic, 2019, xor mov , mov cmp , mov push push , call mov , cmp jnz 
5ae5e30160a5d4e9f06884a260e8fc28,00056f33b28a4cade292dc17c016f1bbe8de8dc5297d646d6f824625c0049a9e, AdWare, MSIL, DomaIQ, not-a-virus:AdWare.MSIL.DomaIQ.chdo, 2014, cmp jz mov , push mov mov , mov push push , mov call , push mov 
870a32cb5ecf31bd06e9a8f4fde537b4,000873474e7e14d03b708b3398cd2d99ae18e5c7008d2388e4b317e109804065, Downloader, Win32, Generic, HEUR:Downloader.Win32.Generic, 2013, push lea , jmp mov , push mov call , mov cmp , push call mov 
